,g.id,g.gender,g.age,g.nas,g.province,g.city,g.education,g.occupation,o.indoor,o.outdoor,o.media,o.sports,o.free.offer,o.difficult.quit,o.harm.general,o.harm.water,o.har.fruit.taste,o.work.restriction,o.now.use,n.previous.use,n.why.combined,n.why.choices,n.friend.use,n.meet.friend,n.reaction.family,n.reaction.friend,n.public.indoor.use,n.public.indoor.use.days,n.public.outdoor.use,n.public.outdoor.use.days,n.offer.accept,c.age,c.reason.use.combined,c.reason.use.choices,c.use.quantity,c.morning.affinity,c.light.time,c.hours.affinity,c.which.difficult,c.affinity.sickness,c.where.first,c.how.first,c.enjoy.cigarette,c.restriction.bother,c.effect.increase.friends,c.increases.respect,c.suggest.family.friends,cq.willing.quit,cq.quit.commit,cq.reason.quit.combined,cq.reason.quit.choices,cq.quit.times,cq.quit.interval,cq.last.quit,cq.reason.unsuccessful.quit,cq.quit.methods,cq.quit.negative.combined,cq.quit.negative.choices,cq.ca.quit.again,cq.quit.supporter,h.age,h.main.reason.combined,h.main.reason.choices,h.use.quantity,h.morning.affinity,h.light.time,h.hours.affinity,h.spend.time,h.tobaco.class,h.which.difficult,h.affinity.sickness,h.where.first,h.how.first,h.enjoy.hooka,h.restriction.bother,h.effect.increase.friends,h.increases.respect,h.suggest.family.friends,hq.willing.quit,hq.quit.commit,hq.reason.quit.combined,hq.reason.quit.choices,hq.quit.times,hq.quit.interval,hq.last.quit,hq.reason.unsuccessful.quit,hq.quit.methods,hq.quit.negative.combined,hq.quit.negative.choices,hq.ca.quit.again,hq.quit.supporter,r.shortness,r.productive.cough,r.reduced.capacity,r.respiratory.doctor,r.respiratory.diagnosis,p.p,p.p.code,p.spam,p.date.start,p.date.finish,test.s,test.f,test.len,start.date,start.time,finish.date,finish.time
1054,sYWM,F,18,143,فارس,شيراز,pre-university,student,Yes sir,Yes sir,Yes sir,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,NA,NA,NA,1399/12/16-10:51:10,1399/12/16-10:54:30,1399-12-16 10:51:10,1399-12-16 10:54:30,200,1399/12/16,10:51:10,1399/12/16,10:54:30
1055,NqwC,M,39,131,فارس,جهرم,Bachelors,Employee,Yes sir,Yes sir,No,Yes sir,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,17,----Life pressure and stress--As entertainment and fun-----,2,once,0,Half-hour,Around noon,10 to 15 minutes,Traditional,Around noon,No,Home,At the suggestion of friends,I agree,No,They have more friends,No,No,Yes,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:45:58,1399/12/16-10:54:52,1399-12-16 10:45:58,1399-12-16 10:54:52,534,1399/12/16,10:45:58,1399/12/16,10:54:52
1056,SQbT,F,44,143,فارس,شيراز,High School,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Control and reduce traffic,No,NA,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:44:30,1399/12/16-10:49:43,1399-12-16 10:44:30,1399-12-16 10:49:43,313,1399/12/16,10:44:30,1399/12/16,10:49:43
1057,AeYz,M,36,123,خراسان رضوي,فيض آباد,elementary,I'm looking for a job,No idea,Yes sir,No,Yes sir,Yes sir,Yes sir,Yes sir,No idea,It is no different from traditional,Yes,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,----------Mental-emotional problems-,1,11 to 20 yarns (about one envelope),5,Half an hour to an hour,Early morning,Early morning,Yes,The way to school,Out of curiosity,I strongly agree,Yes,They have fewer friends,No,No,Yes,Yes,-----Tired of consumption--,1,Two to three times,6-1 months,More than a year ago,other,Only by personal will,High desire to consume-----,1,Yes,close friends,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I agree to some extent,Yes sir,I do not know,I'm not a questioner,NA,NA,1399/12/16-10:43:08,1399/12/16-10:52:08,1399-12-16 10:43:08,1399-12-16 10:52:08,540,1399/12/16,10:43:08,1399/12/16,10:52:08
1058,pgiB,M,50,142,تهران,تهران,Bachelors,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,Control and reduce traffic,No,NA,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Yes - a few days a month,I disagree,No,NA,NA,NA,NA,1399/12/16-10:42:11,1399/12/16-10:46:42,1399-12-16 10:42:11,1399-12-16 10:46:42,271,1399/12/16,10:42:11,1399/12/16,10:46:42
1059,H0Yl,F,54,140,هرمزگان,بندرعباس,diplomas,I'm looking for a job,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,I can not point out,I can not point out,No,NA,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I agree to some extent,Yes sir,I do not know,I'm not a questioner,NA,NA,1399/12/16-10:34:22,1399/12/16-10:41:06,1399-12-16 10:34:22,1399-12-16 10:41:06,404,1399/12/16,10:34:22,1399/12/16,10:41:06
1060,4s3S,F,35,143,فارس,شيراز,Bachelors,Employee,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Control and reduce traffic,Control and reduce traffic,No,NA,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:19:07,1399/12/16-10:23:01,1399-12-16 10:19:07,1399-12-16 10:23:01,234,1399/12/16,10:19:07,1399/12/16,10:23:01
1061,9eWN,F,24,132,فارس,شهر جديد صدرا,diplomas,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,--Gain pleasure----As entertainment and fun----Mental-emotional problems-,3,1 to 10 yarns (half an envelope),10,5 minutes,the night,the night,Yes,Other places,At the suggestion of a first-class family,No idea,Yes,has no effect,It does not matter,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:18:29,1399/12/16-10:24:57,1399-12-16 10:18:29,1399-12-16 10:24:57,388,1399/12/16,10:18:29,1399/12/16,10:24:57
1062,v2GS,M,40,134,لرستان,خرم آباد,PhDs and above,Employee,Yes sir,No,No,Yes sir,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,--Gain pleasure---------,1,1 to 10 yarns (half an envelope),0,More than an hour,the night,the night,No,in the park,Out of curiosity,I agree,No,has no effect,No,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:16:55,1399/12/16-10:22:02,1399-12-16 10:16:55,1399-12-16 10:22:02,307,1399/12/16,10:16:55,1399/12/16,10:22:02
1063,oLfh,F,29,144,فارس,شيراز,Bachelors,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No idea,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,NA,NA,NA,1399/12/16-10:16:34,1399/12/16-10:19:26,1399-12-16 10:16:34,1399-12-16 10:19:26,172,1399/12/16,10:16:34,1399/12/16,10:19:26
1064,paZK,M,52,139,فارس,شيراز,diplomas,Free,Yes sir,Yes sir,No,No,Yes sir,No,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,Yes sir,3 to 4 days ago,Yes sir,5 to 6 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,most of the time,Only when you have a cold or infection,I completely disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1399/12/16-10:12:45,1399/12/16-10:24:21,1399-12-16 10:12:45,1399-12-16 10:24:21,696,1399/12/16,10:12:45,1399/12/16,10:24:21
1065,Yk7U,F,28,143,فارس,شيراز,PhDs and above,Free,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,I do not care,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,NA,NA,NA,1399/12/16-10:11:39,1399/12/16-10:16:34,1399-12-16 10:11:39,1399-12-16 10:16:34,295,1399/12/16,10:11:39,1399/12/16,10:16:34
1066,EcDU,F,42,142,بوشهر,بوشهر,PhDs and above,Employee,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,No,NA,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-10:09:42,1399/12/16-10:16:07,1399-12-16 10:09:42,1399-12-16 10:16:07,385,1399/12/16,10:09:42,1399/12/16,10:16:07
1067,bDVA,F,33,141,هرمزگان,بندرعباس,PhDs and above,Student,Yes sir,Yes sir,No,No,Yes sir,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,Yes sir,1 to 2 days ago,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I do not know,No,NA,NA,NA,NA,1399/12/16-10:03:00,1399/12/16-10:06:42,1399-12-16 10:03:00,1399-12-16 10:06:42,222,1399/12/16,10:03:00,1399/12/16,10:06:42
1068,1UZ3,F,40,141,فارس,شيراز,Bachelors,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,Yes sir,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Recommended to leave,Recommended to leave,Yes sir,3 to 4 days ago,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,NA,NA,NA,1399/12/16-10:00:39,1399/12/16-10:04:27,1399-12-16 10:00:39,1399-12-16 10:04:27,228,1399/12/16,10:00:39,1399/12/16,10:04:27
1069,TnQc,M,36,139,فارس,شيراز,Masters,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,"It hurts, but very little",No,I do not consume at all,Yes,It is harmful to my health--Social ugliness (ugly)---,2,Yes sir,More than three days a week,Recommended to leave,Advise not to be in my presence,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Yes - a few days a month,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:59:54,1399/12/16-10:06:58,1399-12-16 09:59:54,1399-12-16 10:06:58,424,1399/12/16,9:59:54,1399/12/16,10:06:58
1070,erfJ,F,29,132,تهران,تهران,Bachelors,Free,No idea,Yes sir,No,No,No,Yes sir,Yes sir,No idea,"It hurts, but very little",Yes,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,20,------As entertainment and fun-----,1,once,0,After breakfast,Evening,15 to 20 minutes,Fruity,Evening,No,With friends,At the suggestion of a first-class family,I agree,Yes,They have more friends,No,Yes sir,Yes,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Yes - a few days a month,I do not know,No,NA,NA,NA,NA,1399/12/16-09:59:41,1399/12/16-10:06:12,1399-12-16 09:59:41,1399-12-16 10:06:12,391,1399/12/16,9:59:41,1399/12/16,10:06:12
1071,CBXB,M,43,142,فارس,شيراز,Masters,Employee,Yes sir,Yes sir,No,No,Yes sir,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,Yes sir,5 to 6 days ago,Yes sir,5 to 6 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:59:08,1399/12/16-10:03:13,1399-12-16 09:59:08,1399-12-16 10:03:13,245,1399/12/16,9:59:08,1399/12/16,10:03:13
1072,iKxC,F,35,144,فارس,شيراز,Masters,Employee,Yes sir,Yes sir,Yes sir,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,NA,NA,NA,1399/12/16-09:58:57,1399/12/16-10:03:27,1399-12-16 09:58:57,1399-12-16 10:03:27,270,1399/12/16,9:58:57,1399/12/16,10:03:27
1073,DjcZ,M,36,130,تهران,تهران,diplomas,Free,No,No idea,No,No,No,Yes sir,Yes sir,No,"It hurts, but very little",Yes,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,25,-Refreshment-Gain pleasure----As entertainment and fun-----,3,Twice,5,After breakfast,the night,More than 20 minutes,Traditional,the night,Yes,With friends,Other,No idea,No,There is no difference or effect,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I do not know,No,NA,NA,NA,NA,1399/12/16-09:53:21,1399/12/16-10:01:38,1399-12-16 09:53:21,1399-12-16 10:01:38,497,1399/12/16,9:53:21,1399/12/16,10:01:38
1074,yp6D,F,38,143,فارس,شيراز,PhDs and above,Employee,Yes sir,Yes sir,Yes sir,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Control and reduce traffic,Advise not to be in my presence,No,NA,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,NA,NA,NA,1399/12/16-09:51:18,1399/12/16-09:54:35,1399-12-16 09:51:18,1399-12-16 09:54:35,197,1399/12/16,9:51:18,1399/12/16,9:54:35
1075,l2Tr,F,44,141,تهران,تجريش,Bachelors,housewife,Yes sir,Yes sir,No,Yes sir,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I do not know,Yes sir,seasonal allergy,I'm not a questioner,NA,NA,1399/12/16-09:48:15,1399/12/16-09:52:46,1399-12-16 09:48:15,1399-12-16 09:52:46,271,1399/12/16,9:48:15,1399/12/16,9:52:46
1076,xyL9,F,33,144,فارس,نورآباد,Bachelors,Employee,Yes sir,Yes sir,Yes sir,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:47:36,1399/12/16-09:51:11,1399-12-16 09:47:36,1399-12-16 09:51:11,215,1399/12/16,9:47:36,1399/12/16,9:51:11
1077,oJkj,M,25,139,فارس,شيراز,Bachelors,I'm looking for a job,No,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,No,I do not consume at all,Yes,It is harmful to my health---I am not interested--,2,Yes sir,Less than three days a week,I can not point out,Recommended to leave,Yes sir,A week ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:47:26,1399/12/16-09:52:06,1399-12-16 09:47:26,1399-12-16 09:52:06,280,1399/12/16,9:47:26,1399/12/16,9:52:06
1078,v2aR,F,37,143,فارس,شهر جديد صدرا,Bachelors,housewife,Yes sir,Yes sir,No,Yes sir,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Control and reduce traffic,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Only when you have a cold or infection,I do not know,No,NA,NA,NA,NA,1399/12/16-09:46:57,1399/12/16-09:52:04,1399-12-16 09:46:57,1399-12-16 09:52:04,307,1399/12/16,9:46:57,1399/12/16,9:52:04
1079,fDXR,F,38,125,فارس,شيراز,PhDs and above,Free,No,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,------As entertainment and fun-----,1,1 to 10 yarns (half an envelope),5,5 minutes to half an hour,Evening,Evening,No,When having fun,Out of curiosity,I agree,Yes,has no effect,No,No,Yes,Yes,Fear of getting sick-----Tired of consumption--,2,once,NA,More than a year ago,other,Only by personal will,----Weight Gain-,1,Yes,First class family,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,NA,NA,NA,1399/12/16-09:45:51,1399/12/16-09:53:12,1399-12-16 09:45:51,1399-12-16 09:53:12,441,1399/12/16,9:45:51,1399/12/16,9:53:12
1080,sgEV,F,30,142,فارس,شيراز,diplomas,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,No,"Yes, it is completely harmless",No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,I do not care,Yes sir,1 to 2 days ago,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:45:35,1399/12/16-09:51:12,1399-12-16 09:45:35,1399-12-16 09:51:12,337,1399/12/16,9:45:35,1399/12/16,9:51:12
1081,OZq6,F,34,141,فارس,شيراز,Bachelors,housewife,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,Yes sir,A week ago,Yes sir,5 to 6 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,NA,NA,NA,1399/12/16-09:43:31,1399/12/16-09:47:27,1399-12-16 09:43:31,1399-12-16 09:47:27,236,1399/12/16,9:43:31,1399/12/16,9:47:27
1082,xfhA,F,42,122,فارس,شيراز,diplomas,housewife,Yes sir,Yes sir,Yes sir,No,No,Yes sir,Yes sir,No idea,"It hurts, but very little",Yes,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,35,-Refreshment----------,1,once,0,Half-hour,Evening,10 to 15 minutes,Fruity,Early morning,No,With friends,Other,I disagree,Yes,They have more friends,No,No,Yes,Yes,Fear of getting sick-------,1,once,NA,One to six months ago,other,Only by personal will,-Boredom----,1,Yes,First class family,sometimes,Yes - a few days a month,I agree to some extent,Yes sir,Asthma,I'm not a questioner,NA,NA,1399/12/16-09:41:01,1399/12/16-09:49:12,1399-12-16 09:41:01,1399-12-16 09:49:12,491,1399/12/16,9:41:01,1399/12/16,9:49:12
